name,url,year,prize,desc
Albert Schweitzer,https://www.nobelprize.org/prizes/peace/1952/schweitzer/facts/,1952,The Nobel Peace Prize,"“for his altruism, reverence for life, and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one”"
John Cockcroft,https://www.nobelprize.org/prizes/physics/1951/cockcroft/facts/,1951,The Nobel Prize in Physics,“for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles”
Ernest T.S. Walton,https://www.nobelprize.org/prizes/physics/1951/walton/facts/,1951,The Nobel Prize in Physics,“for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles”
Edwin M. McMillan,https://www.nobelprize.org/prizes/chemistry/1951/mcmillan/facts/,1951,The Nobel Prize in Chemistry,“for their discoveries in the chemistry of the transuranium elements”
Glenn T. Seaborg,https://www.nobelprize.org/prizes/chemistry/1951/seaborg/facts/,1951,The Nobel Prize in Chemistry,“for their discoveries in the chemistry of the transuranium elements”
Max Theiler,https://www.nobelprize.org/prizes/medicine/1951/theiler/facts/,1951,The Nobel Prize in Physiology or Medicine,“for his discoveries concerning yellow fever and how to combat it”
Pär Lagerkvist,https://www.nobelprize.org/prizes/literature/1951/lagerkvist/facts/,1951,The Nobel Prize in Literature,“for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind”
Léon Jouhaux,https://www.nobelprize.org/prizes/peace/1951/jouhaux/facts/,1951,The Nobel Peace Prize,“for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations”
Cecil Powell,https://www.nobelprize.org/prizes/physics/1950/powell/facts/,1950,The Nobel Prize in Physics,“for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method”
Otto Diels,https://www.nobelprize.org/prizes/chemistry/1950/diels/facts/,1950,The Nobel Prize in Chemistry,“for their discovery and development of the diene synthesis”
Kurt Alder,https://www.nobelprize.org/prizes/chemistry/1950/alder/facts/,1950,The Nobel Prize in Chemistry,“for their discovery and development of the diene synthesis”
Edward C. Kendall,https://www.nobelprize.org/prizes/medicine/1950/kendall/facts/,1950,The Nobel Prize in Physiology or Medicine,"“for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects”"
Tadeus Reichstein,https://www.nobelprize.org/prizes/medicine/1950/reichstein/facts/,1950,The Nobel Prize in Physiology or Medicine,"“for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects”"
Philip S. Hench,https://www.nobelprize.org/prizes/medicine/1950/hench/facts/,1950,The Nobel Prize in Physiology or Medicine,"“for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects”"
Bertrand Russell,https://www.nobelprize.org/prizes/literature/1950/russell/facts/,1950,The Nobel Prize in Literature,“in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought”
Ralph Bunche,https://www.nobelprize.org/prizes/peace/1950/bunche/facts/,1950,The Nobel Peace Prize,“for his work as mediator in Palestine in 1948-1949”
Hideki Yukawa,https://www.nobelprize.org/prizes/physics/1949/yukawa/facts/,1949,The Nobel Prize in Physics,“for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces”
William F. Giauque,https://www.nobelprize.org/prizes/chemistry/1949/giauque/facts/,1949,The Nobel Prize in Chemistry,"“for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures”"
Walter Hess,https://www.nobelprize.org/prizes/medicine/1949/hess/facts/,1949,The Nobel Prize in Physiology or Medicine,“for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs”
Egas Moniz,https://www.nobelprize.org/prizes/medicine/1949/moniz/facts/,1949,The Nobel Prize in Physiology or Medicine,“for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs”
William Faulkner,https://www.nobelprize.org/prizes/literature/1949/faulkner/facts/,1949,The Nobel Prize in Literature,“for his powerful and artistically unique contribution to the modern American novel”
Lord Boyd Orr,https://www.nobelprize.org/prizes/peace/1949/orr/facts/,1949,The Nobel Peace Prize,"“for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war”"
Patrick M.S. Blackett,https://www.nobelprize.org/prizes/physics/1948/blackett/facts/,1948,The Nobel Prize in Physics,"“for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation”"
Arne Tiselius,https://www.nobelprize.org/prizes/chemistry/1948/tiselius/facts/,1948,The Nobel Prize in Chemistry,"“for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins”"
Paul Müller,https://www.nobelprize.org/prizes/medicine/1948/muller/facts/,1948,The Nobel Prize in Physiology or Medicine,“for his discovery of the high efficiency of DDT as a contact poison against several arthropods”
T.S. Eliot,https://www.nobelprize.org/prizes/literature/1948/eliot/facts/,1948,The Nobel Prize in Literature,"“for his outstanding, pioneer contribution to present-day poetry”"
Edward V. Appleton,https://www.nobelprize.org/prizes/physics/1947/appleton/facts/,1947,The Nobel Prize in Physics,“for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer”
Sir Robert Robinson,https://www.nobelprize.org/prizes/chemistry/1947/robinson/facts/,1947,The Nobel Prize in Chemistry,"“for his investigations on plant products of biological importance, especially the alkaloids”"
Carl Cori,https://www.nobelprize.org/prizes/medicine/1947/cori-cf/facts/,1947,The Nobel Prize in Physiology or Medicine,“for their discovery of the course of the catalytic conversion of glycogen”
Gerty Cori,https://www.nobelprize.org/prizes/medicine/1947/cori-gt/facts/,1947,The Nobel Prize in Physiology or Medicine,“for their discovery of the course of the catalytic conversion of glycogen”
Bernardo Houssay,https://www.nobelprize.org/prizes/medicine/1947/houssay/facts/,1947,The Nobel Prize in Physiology or Medicine,“for their discovery of the course of the catalytic conversion of glycogen”
André Gide,https://www.nobelprize.org/prizes/literature/1947/gide/facts/,1947,The Nobel Prize in Literature,"“for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight”"
Friends Service Council,https://www.nobelprize.org/prizes/peace/1947/friends-council/facts/,1947,The Nobel Peace Prize,"“for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations”"
American Friends Service Committee,https://www.nobelprize.org/prizes/peace/1947/friends-committee/facts/,1947,The Nobel Peace Prize,"“for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations”"
Percy W. Bridgman,https://www.nobelprize.org/prizes/physics/1946/bridgman/facts/,1946,The Nobel Prize in Physics,"“for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics”"
James B. Sumner,https://www.nobelprize.org/prizes/chemistry/1946/sumner/facts/,1946,The Nobel Prize in Chemistry,“for his discovery that enzymes can be crystallized”
John H. Northrop,https://www.nobelprize.org/prizes/chemistry/1946/northrop/facts/,1946,The Nobel Prize in Chemistry,“for his discovery that enzymes can be crystallized”
Wendell M. Stanley,https://www.nobelprize.org/prizes/chemistry/1946/stanley/facts/,1946,The Nobel Prize in Chemistry,“for his discovery that enzymes can be crystallized”
Hermann J. Muller,https://www.nobelprize.org/prizes/medicine/1946/muller/facts/,1946,The Nobel Prize in Physiology or Medicine,“for the discovery of the production of mutations by means of X-ray irradiation”
Hermann Hesse,https://www.nobelprize.org/prizes/literature/1946/hesse/facts/,1946,The Nobel Prize in Literature,"“for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style”"
Emily Greene Balch,https://www.nobelprize.org/prizes/peace/1946/balch/facts/,1946,The Nobel Peace Prize,“for her lifelong work for the cause of peace”
John R. Mott,https://www.nobelprize.org/prizes/peace/1946/mott/facts/,1946,The Nobel Peace Prize,“for her lifelong work for the cause of peace”
Wolfgang Pauli,https://www.nobelprize.org/prizes/physics/1945/pauli/facts/,1945,The Nobel Prize in Physics,"“for the discovery of the Exclusion Principle, also called the Pauli Principle”"
Artturi Virtanen,https://www.nobelprize.org/prizes/chemistry/1945/virtanen/facts/,1945,The Nobel Prize in Chemistry,"“for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method”"
Sir Alexander Fleming,https://www.nobelprize.org/prizes/medicine/1945/fleming/facts/,1945,The Nobel Prize in Physiology or Medicine,“for the discovery of penicillin and its curative effect in various infectious diseases”
Ernst B. Chain,https://www.nobelprize.org/prizes/medicine/1945/chain/facts/,1945,The Nobel Prize in Physiology or Medicine,“for the discovery of penicillin and its curative effect in various infectious diseases”
Sir Howard Florey,https://www.nobelprize.org/prizes/medicine/1945/florey/facts/,1945,The Nobel Prize in Physiology or Medicine,“for the discovery of penicillin and its curative effect in various infectious diseases”
Gabriela Mistral,https://www.nobelprize.org/prizes/literature/1945/mistral/facts/,1945,The Nobel Prize in Literature,"“for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world”"
Cordell Hull,https://www.nobelprize.org/prizes/peace/1945/hull/facts/,1945,The Nobel Peace Prize,“for his indefatigable work for international understanding and his pivotal role in establishing the United Nations”
Isidor Isaac Rabi,https://www.nobelprize.org/prizes/physics/1944/rabi/facts/,1944,The Nobel Prize in Physics,“for his resonance method for recording the magnetic properties of atomic nuclei”
Otto Hahn,https://www.nobelprize.org/prizes/chemistry/1944/hahn/facts/,1944,The Nobel Prize in Chemistry,“for his discovery of the fission of heavy nuclei”
Joseph Erlanger,https://www.nobelprize.org/prizes/medicine/1944/erlanger/facts/,1944,The Nobel Prize in Physiology or Medicine,“for their discoveries relating to the highly differentiated functions of single nerve fibres”
Herbert S. Gasser,https://www.nobelprize.org/prizes/medicine/1944/gasser/facts/,1944,The Nobel Prize in Physiology or Medicine,“for their discoveries relating to the highly differentiated functions of single nerve fibres”
Johannes V. Jensen,https://www.nobelprize.org/prizes/literature/1944/jensen/facts/,1944,The Nobel Prize in Literature,"“for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style”"
International Committee of the Red Cross,https://www.nobelprize.org/prizes/peace/1944/red-cross/facts/,1944,The Nobel Peace Prize,“for the great work it has performed during the war on behalf of humanity”
Otto Stern,https://www.nobelprize.org/prizes/physics/1943/stern/facts/,1943,The Nobel Prize in Physics,“for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton”
George de Hevesy,https://www.nobelprize.org/prizes/chemistry/1943/hevesy/facts/,1943,The Nobel Prize in Chemistry,“for his work on the use of isotopes as tracers in the study of chemical processes”
Henrik Dam,https://www.nobelprize.org/prizes/medicine/1943/dam/facts/,1943,The Nobel Prize in Physiology or Medicine,“for his discovery of vitamin K”
Edward A. Doisy,https://www.nobelprize.org/prizes/medicine/1943/doisy/facts/,1943,The Nobel Prize in Physiology or Medicine,“for his discovery of vitamin K”
Ernest Lawrence,https://www.nobelprize.org/prizes/physics/1939/lawrence/facts/,1939,The Nobel Prize in Physics,"“for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements”"
Adolf Butenandt,https://www.nobelprize.org/prizes/chemistry/1939/butenandt/facts/,1939,The Nobel Prize in Chemistry,“for his work on sex hormones”
Leopold Ruzicka,https://www.nobelprize.org/prizes/chemistry/1939/ruzicka/facts/,1939,The Nobel Prize in Chemistry,“for his work on sex hormones”
Gerhard Domagk,https://www.nobelprize.org/prizes/medicine/1939/domagk/facts/,1939,The Nobel Prize in Physiology or Medicine,“for the discovery of the antibacterial effects of prontosil”
Frans Eemil Sillanpää,https://www.nobelprize.org/prizes/literature/1939/sillanpaa/facts/,1939,The Nobel Prize in Literature,“for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature”
Enrico Fermi,https://www.nobelprize.org/prizes/physics/1938/fermi/facts/,1938,The Nobel Prize in Physics,"“for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons”"
Richard Kuhn,https://www.nobelprize.org/prizes/chemistry/1938/kuhn/facts/,1938,The Nobel Prize in Chemistry,“for his work on carotenoids and vitamins”
Corneille Heymans,https://www.nobelprize.org/prizes/medicine/1938/heymans/facts/,1938,The Nobel Prize in Physiology or Medicine,“for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration”
Pearl Buck,https://www.nobelprize.org/prizes/literature/1938/buck/facts/,1938,The Nobel Prize in Literature,“for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces”
Nansen International Office for Refugees,https://www.nobelprize.org/prizes/peace/1938/nansen/facts/,1938,The Nobel Peace Prize,“for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe”
Clinton Davisson,https://www.nobelprize.org/prizes/physics/1937/davisson/facts/,1937,The Nobel Prize in Physics,“for their experimental discovery of the diffraction of electrons by crystals”
George Paget Thomson,https://www.nobelprize.org/prizes/physics/1937/thomson/facts/,1937,The Nobel Prize in Physics,“for their experimental discovery of the diffraction of electrons by crystals”
Norman Haworth,https://www.nobelprize.org/prizes/chemistry/1937/haworth/facts/,1937,The Nobel Prize in Chemistry,“for his investigations on carbohydrates and vitamin C”
Paul Karrer,https://www.nobelprize.org/prizes/chemistry/1937/karrer/facts/,1937,The Nobel Prize in Chemistry,“for his investigations on carbohydrates and vitamin C”
Albert Szent-Györgyi,https://www.nobelprize.org/prizes/medicine/1937/szent-gyorgyi/facts/,1937,The Nobel Prize in Physiology or Medicine,"“for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid”"
Roger Martin du Gard,https://www.nobelprize.org/prizes/literature/1937/gard/facts/,1937,The Nobel Prize in Literature,“for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle Les Thibault”
"Robert Cecil, Viscount Cecil of Chelwood",https://www.nobelprize.org/prizes/peace/1937/chelwood/facts/,1937,The Nobel Peace Prize,"“for his tireless effort in support of the League of Nations, disarmament and peace”"
Victor F. Hess,https://www.nobelprize.org/prizes/physics/1936/hess/facts/,1936,The Nobel Prize in Physics,“for his discovery of cosmic radiation”
Carl D. Anderson,https://www.nobelprize.org/prizes/physics/1936/anderson/facts/,1936,The Nobel Prize in Physics,“for his discovery of cosmic radiation”
Peter Debye,https://www.nobelprize.org/prizes/chemistry/1936/debye/facts/,1936,The Nobel Prize in Chemistry,“for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases”
Sir Henry Dale,https://www.nobelprize.org/prizes/medicine/1936/dale/facts/,1936,The Nobel Prize in Physiology or Medicine,“for their discoveries relating to chemical transmission of nerve impulses”
Otto Loewi,https://www.nobelprize.org/prizes/medicine/1936/loewi/facts/,1936,The Nobel Prize in Physiology or Medicine,“for their discoveries relating to chemical transmission of nerve impulses”
Eugene O'Neill,https://www.nobelprize.org/prizes/literature/1936/oneill/facts/,1936,The Nobel Prize in Literature,"“for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy”"
Carlos Saavedra Lamas,https://www.nobelprize.org/prizes/peace/1936/lamas/facts/,1936,The Nobel Peace Prize,"“for his role as father of the Argentine Antiwar Pact of 1933, which he also used as a means to mediate peace between Paraguay and Bolivia in 1935”"
James Chadwick,https://www.nobelprize.org/prizes/physics/1935/chadwick/facts/,1935,The Nobel Prize in Physics,“for the discovery of the neutron”
Frédéric Joliot,https://www.nobelprize.org/prizes/chemistry/1935/joliot-fred/facts/,1935,The Nobel Prize in Chemistry,“in recognition of their synthesis of new radioactive elements”
Irène Joliot-Curie,https://www.nobelprize.org/prizes/chemistry/1935/joliot-curie/facts/,1935,The Nobel Prize in Chemistry,“in recognition of their synthesis of new radioactive elements”
Hans Spemann,https://www.nobelprize.org/prizes/medicine/1935/spemann/facts/,1935,The Nobel Prize in Physiology or Medicine,“for his discovery of the organizer effect in embryonic development”
Carl von Ossietzky,https://www.nobelprize.org/prizes/peace/1935/ossietzky/facts/,1935,The Nobel Peace Prize,“for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace”
Harold C. Urey,https://www.nobelprize.org/prizes/chemistry/1934/urey/facts/,1934,The Nobel Prize in Chemistry,“for his discovery of heavy hydrogen”
George H. Whipple,https://www.nobelprize.org/prizes/medicine/1934/whipple/facts/,1934,The Nobel Prize in Physiology or Medicine,“for their discoveries concerning liver therapy in cases of anaemia”
George R. Minot,https://www.nobelprize.org/prizes/medicine/1934/minot/facts/,1934,The Nobel Prize in Physiology or Medicine,“for their discoveries concerning liver therapy in cases of anaemia”
William P. Murphy,https://www.nobelprize.org/prizes/medicine/1934/murphy/facts/,1934,The Nobel Prize in Physiology or Medicine,“for their discoveries concerning liver therapy in cases of anaemia”
Luigi Pirandello,https://www.nobelprize.org/prizes/literature/1934/pirandello/facts/,1934,The Nobel Prize in Literature,“for his bold and ingenious revival of dramatic and scenic art”
Arthur Henderson,https://www.nobelprize.org/prizes/peace/1934/henderson/facts/,1934,The Nobel Peace Prize,“for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34”
Erwin Schrödinger,https://www.nobelprize.org/prizes/physics/1933/schrodinger/facts/,1933,The Nobel Prize in Physics,“for the discovery of new productive forms of atomic theory”
Paul A.M. Dirac,https://www.nobelprize.org/prizes/physics/1933/dirac/facts/,1933,The Nobel Prize in Physics,“for the discovery of new productive forms of atomic theory”
Thomas H. Morgan,https://www.nobelprize.org/prizes/medicine/1933/morgan/facts/,1933,The Nobel Prize in Physiology or Medicine,“for his discoveries concerning the role played by the chromosome in heredity”
Ivan Bunin,https://www.nobelprize.org/prizes/literature/1933/bunin/facts/,1933,The Nobel Prize in Literature,“for the strict artistry with which he has carried on the classical Russian traditions in prose writing”
Sir Norman Angell,https://www.nobelprize.org/prizes/peace/1933/angell/facts/,1933,The Nobel Peace Prize,“for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace”
Werner Heisenberg,https://www.nobelprize.org/prizes/physics/1932/heisenberg/facts/,1932,The Nobel Prize in Physics,"“for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen”"
Irving Langmuir,https://www.nobelprize.org/prizes/chemistry/1932/langmuir/facts/,1932,The Nobel Prize in Chemistry,“for his discoveries and investigations in surface chemistry”
Sir Charles Sherrington,https://www.nobelprize.org/prizes/medicine/1932/sherrington/facts/,1932,The Nobel Prize in Physiology or Medicine,“for their discoveries regarding the functions of neurons”
Edgar Adrian,https://www.nobelprize.org/prizes/medicine/1932/adrian/facts/,1932,The Nobel Prize in Physiology or Medicine,“for their discoveries regarding the functions of neurons”
John Galsworthy,https://www.nobelprize.org/prizes/literature/1932/galsworthy/facts/,1932,The Nobel Prize in Literature,“for his distinguished art of narration which takes its highest form in The Forsyte Saga”
Carl Bosch,https://www.nobelprize.org/prizes/chemistry/1931/bosch/facts/,1931,The Nobel Prize in Chemistry,“in recognition of their contributions to the invention and development of chemical high pressure methods”
Friedrich Bergius,https://www.nobelprize.org/prizes/chemistry/1931/bergius/facts/,1931,The Nobel Prize in Chemistry,“in recognition of their contributions to the invention and development of chemical high pressure methods”
Otto Warburg,https://www.nobelprize.org/prizes/medicine/1931/warburg/facts/,1931,The Nobel Prize in Physiology or Medicine,“for his discovery of the nature and mode of action of the respiratory enzyme”
Erik Axel Karlfeldt,https://www.nobelprize.org/prizes/literature/1931/karlfeldt/facts/,1931,The Nobel Prize in Literature,“The poetry of Erik Axel Karlfeldt”
Jane Addams,https://www.nobelprize.org/prizes/peace/1931/addams/facts/,1931,The Nobel Peace Prize,“for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind”
Nicholas Murray Butler,https://www.nobelprize.org/prizes/peace/1931/butler/facts/,1931,The Nobel Peace Prize,“for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind”
Sir Chandrasekhara Venkata Raman,https://www.nobelprize.org/prizes/physics/1930/raman/facts/,1930,The Nobel Prize in Physics,“for his work on the scattering of light and for the discovery of the effect named after him”
Hans Fischer,https://www.nobelprize.org/prizes/chemistry/1930/fischer/facts/,1930,The Nobel Prize in Chemistry,“for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin”
Karl Landsteiner,https://www.nobelprize.org/prizes/medicine/1930/landsteiner/facts/,1930,The Nobel Prize in Physiology or Medicine,“for his discovery of human blood groups”
Sinclair Lewis,https://www.nobelprize.org/prizes/literature/1930/lewis/facts/,1930,The Nobel Prize in Literature,"“for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters”"
Nathan Söderblom,https://www.nobelprize.org/prizes/peace/1930/soderblom/facts/,1930,The Nobel Peace Prize,“for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality'”
Louis de Broglie,https://www.nobelprize.org/prizes/physics/1929/broglie/facts/,1929,The Nobel Prize in Physics,“for his discovery of the wave nature of electrons”
Arthur Harden,https://www.nobelprize.org/prizes/chemistry/1929/harden/facts/,1929,The Nobel Prize in Chemistry,“for their investigations on the fermentation of sugar and fermentative enzymes”
Hans von Euler-Chelpin,https://www.nobelprize.org/prizes/chemistry/1929/euler-chelpin/facts/,1929,The Nobel Prize in Chemistry,“for their investigations on the fermentation of sugar and fermentative enzymes”
Christiaan Eijkman,https://www.nobelprize.org/prizes/medicine/1929/eijkman/facts/,1929,The Nobel Prize in Physiology or Medicine,“for his discovery of the antineuritic vitamin”
Sir Frederick Hopkins,https://www.nobelprize.org/prizes/medicine/1929/hopkins/facts/,1929,The Nobel Prize in Physiology or Medicine,“for his discovery of the antineuritic vitamin”
Thomas Mann,https://www.nobelprize.org/prizes/literature/1929/mann/facts/,1929,The Nobel Prize in Literature,"“principally for his great novel, Buddenbrooks, which has won steadily increased recognition as one of the classic works of contemporary literature”"
Frank B. Kellogg,https://www.nobelprize.org/prizes/peace/1929/kellogg/facts/,1929,The Nobel Peace Prize,“for his crucial role in bringing about the Briand-Kellogg Pact”
Owen Willans Richardson,https://www.nobelprize.org/prizes/physics/1928/richardson/facts/,1928,The Nobel Prize in Physics,“for his work on the thermionic phenomenon and especially for the discovery of the law named after him”
Adolf Windaus,https://www.nobelprize.org/prizes/chemistry/1928/windaus/facts/,1928,The Nobel Prize in Chemistry,“for the services rendered through his research into the constitution of the sterols and their connection with the vitamins”
Charles Nicolle,https://www.nobelprize.org/prizes/medicine/1928/nicolle/facts/,1928,The Nobel Prize in Physiology or Medicine,“for his work on typhus”
Sigrid Undset,https://www.nobelprize.org/prizes/literature/1928/undset/facts/,1928,The Nobel Prize in Literature,“principally for her powerful descriptions of Northern life during the Middle Ages”
Arthur H. Compton,https://www.nobelprize.org/prizes/physics/1927/compton/facts/,1927,The Nobel Prize in Physics,“for his discovery of the effect named after him”
C.T.R. Wilson,https://www.nobelprize.org/prizes/physics/1927/wilson/facts/,1927,The Nobel Prize in Physics,“for his discovery of the effect named after him”
Heinrich Wieland,https://www.nobelprize.org/prizes/chemistry/1927/wieland/facts/,1927,The Nobel Prize in Chemistry,“for his investigations of the constitution of the bile acids and related substances”
Julius Wagner-Jauregg,https://www.nobelprize.org/prizes/medicine/1927/wagner-jauregg/facts/,1927,The Nobel Prize in Physiology or Medicine,“for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica”
Henri Bergson,https://www.nobelprize.org/prizes/literature/1927/bergson/facts/,1927,The Nobel Prize in Literature,“in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented”
Ferdinand Buisson,https://www.nobelprize.org/prizes/peace/1927/buisson/facts/,1927,The Nobel Peace Prize,“for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation”
Ludwig Quidde,https://www.nobelprize.org/prizes/peace/1927/quidde/facts/,1927,The Nobel Peace Prize,“for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation”
Jean Baptiste Perrin,https://www.nobelprize.org/prizes/physics/1926/perrin/facts/,1926,The Nobel Prize in Physics,"“for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium”"
The Svedberg,https://www.nobelprize.org/prizes/chemistry/1926/svedberg/facts/,1926,The Nobel Prize in Chemistry,“for his work on disperse systems”
Johannes Fibiger,https://www.nobelprize.org/prizes/medicine/1926/fibiger/facts/,1926,The Nobel Prize in Physiology or Medicine,“for his discovery of the Spiroptera carcinoma”
Grazia Deledda,https://www.nobelprize.org/prizes/literature/1926/deledda/facts/,1926,The Nobel Prize in Literature,“for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general”
Aristide Briand,https://www.nobelprize.org/prizes/peace/1926/briand/facts/,1926,The Nobel Peace Prize,“for their crucial role in bringing about the Locarno Treaty”
Gustav Stresemann,https://www.nobelprize.org/prizes/peace/1926/stresemann/facts/,1926,The Nobel Peace Prize,“for their crucial role in bringing about the Locarno Treaty”
James Franck,https://www.nobelprize.org/prizes/physics/1925/franck/facts/,1925,The Nobel Prize in Physics,“for their discovery of the laws governing the impact of an electron upon an atom”
Gustav Hertz,https://www.nobelprize.org/prizes/physics/1925/hertz/facts/,1925,The Nobel Prize in Physics,“for their discovery of the laws governing the impact of an electron upon an atom”
Richard Zsigmondy,https://www.nobelprize.org/prizes/chemistry/1925/zsigmondy/facts/,1925,The Nobel Prize in Chemistry,"“for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry”"
George Bernard Shaw,https://www.nobelprize.org/prizes/literature/1925/shaw/facts/,1925,The Nobel Prize in Literature,"“for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty”"
Sir Austen Chamberlain,https://www.nobelprize.org/prizes/peace/1925/chamberlain/facts/,1925,The Nobel Peace Prize,“for his crucial role in bringing about the Locarno Treaty”
Charles G. Dawes,https://www.nobelprize.org/prizes/peace/1925/dawes/facts/,1925,The Nobel Peace Prize,“for his crucial role in bringing about the Locarno Treaty”
Manne Siegbahn,https://www.nobelprize.org/prizes/physics/1924/siegbahn/facts/,1924,The Nobel Prize in Physics,“for his discoveries and research in the field of X-ray spectroscopy”
Willem Einthoven,https://www.nobelprize.org/prizes/medicine/1924/einthoven/facts/,1924,The Nobel Prize in Physiology or Medicine,“for his discovery of the mechanism of the electrocardiogram”
Władysław Reymont,https://www.nobelprize.org/prizes/literature/1924/reymont/facts/,1924,The Nobel Prize in Literature,"“for his great national epic, The Peasants”"
Robert A. Millikan,https://www.nobelprize.org/prizes/physics/1923/millikan/facts/,1923,The Nobel Prize in Physics,“for his work on the elementary charge of electricity and on the photoelectric effect”
Fritz Pregl,https://www.nobelprize.org/prizes/chemistry/1923/pregl/facts/,1923,The Nobel Prize in Chemistry,“for his invention of the method of micro-analysis of organic substances”
Frederick G. Banting,https://www.nobelprize.org/prizes/medicine/1923/banting/facts/,1923,The Nobel Prize in Physiology or Medicine,“for the discovery of insulin”
John Macleod,https://www.nobelprize.org/prizes/medicine/1923/macleod/facts/,1923,The Nobel Prize in Physiology or Medicine,“for the discovery of insulin”
William Butler Yeats,https://www.nobelprize.org/prizes/literature/1923/yeats/facts/,1923,The Nobel Prize in Literature,"“for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation”"
Niels Bohr,https://www.nobelprize.org/prizes/physics/1922/bohr/facts/,1922,The Nobel Prize in Physics,“for his services in the investigation of the structure of atoms and of the radiation emanating from them”
Francis W. Aston,https://www.nobelprize.org/prizes/chemistry/1922/aston/facts/,1922,The Nobel Prize in Chemistry,"“for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule”"
Archibald V. Hill,https://www.nobelprize.org/prizes/medicine/1922/hill/facts/,1922,The Nobel Prize in Physiology or Medicine,“for his discovery relating to the production of heat in the muscle”
Otto Meyerhof,https://www.nobelprize.org/prizes/medicine/1922/meyerhof/facts/,1922,The Nobel Prize in Physiology or Medicine,“for his discovery relating to the production of heat in the muscle”
